Sample,,,,,,,,S1P d16:1 [M>113] Method,,,,S1P d16:1 [M>113] Results,,,,S1P d16:1 [M>60] Method,,,,S1P d16:1 [M>60] Results,,,,S1P d17:1 [M>113] Method,,,,S1P d17:1 [M>113] Results,,,,S1P d17:1 [M>60] Method,,,,S1P d17:1 [M>60] Results,,,,S1P d18:0 [M>113] Method,,,,S1P d18:0 [M>113] Results,,,,S1P d18:0 [M>60] Method,,,,S1P d18:0 [M>60] Results,,,,S1P d18:1 [M>113] Method,,,,S1P d18:1 [M>113] Results,,,,S1P d18:1 [M>60] Method,,,,S1P d18:1 [M>60] Results,,,,S1P d18:1 13C2D2 (ISTD) [M>113] Method,,,,S1P d18:1 13C2D2 (ISTD) [M>113] Results,,,,S1P d18:1 13C2D2 (ISTD) [M>60] Method,,,,S1P d18:1 13C2D2 (ISTD) [M>60] Results,,,,S1P d18:2 [M>113] Method,,,,S1P d18:2 [M>113] Results,,,,S1P d18:2 [M>60] Method,,,,S1P d18:2 [M>60] Results,,,,S1P d19:1 [M>113] Method,,,,S1P d19:1 [M>113] Results,,,,S1P d19:1 [M>60] Method,,,,S1P d19:1 [M>60] Results,,,,S1P d20:1 [M>113] Method,,,,S1P d20:1 [M>113] Results,,,,S1P d20:1 [M>60] Method,,,,S1P d20:1 [M>60] Results,,,
,Quantitation Message,Data File,Name,Type,Level,Acq. Date-Time,Pos.,Ion Polarity,Precursor Ion,Product Ion,Collision Energy,RT,Area,FWHM,MI,Ion Polarity,Precursor Ion,Product Ion,Collision Energy,RT,Area,FWHM,MI,Ion Polarity,Precursor Ion,Product Ion,Collision Energy,RT,Area,FWHM,MI,Ion Polarity,Precursor Ion,Product Ion,Collision Energy,RT,Area,FWHM,MI,Ion Polarity,Precursor Ion,Product Ion,Collision Energy,RT,Area,FWHM,MI,Ion Polarity,Precursor Ion,Product Ion,Collision Energy,RT,Area,FWHM,MI,Ion Polarity,Precursor Ion,Product Ion,Collision Energy,RT,Area,FWHM,MI,Ion Polarity,Precursor Ion,Product Ion,Collision Energy,RT,Area,FWHM,MI,Ion Polarity,Precursor Ion,Product Ion,Collision Energy,RT,Area,FWHM,MI,Ion Polarity,Precursor Ion,Product Ion,Collision Energy,RT,Area,FWHM,MI,Ion Polarity,Precursor Ion,Product Ion,Collision Energy,RT,Area,FWHM,MI,Ion Polarity,Precursor Ion,Product Ion,Collision Energy,RT,Area,FWHM,MI,Ion Polarity,Precursor Ion,Product Ion,Collision Energy,RT,Area,FWHM,MI,Ion Polarity,Precursor Ion,Product Ion,Collision Energy,RT,Area,FWHM,MI,Ion Polarity,Precursor Ion,Product Ion,Collision Energy,RT,Area,FWHM,MI,Ion Polarity,Precursor Ion,Product Ion,Collision Energy,RT,Area,FWHM,MI
,,135_SPL_S098_Baer 1.d,135_SPL_S098_Baer 1,Sample,,4/20/2018 16:46,P1-A7,Positive,408.3,113,29,3.463,1211,0.058,FALSE,Positive,408.3,60.1,29,3.463,3945,0.056,FALSE,Positive,422.3,113,29,3.429,1055,0.065,TRUE,Positive,422.3,60.1,29,3.429,3032,0.058,FALSE,Positive,438.3,113,29,3.376,9651,0.059,FALSE,Positive,438.3,60.1,29,3.384,15831,0.06,FALSE,Positive,436.3,113,29,3.402,33114,0.056,FALSE,Positive,436.3,60.1,29,3.402,130859,0.055,FALSE,Positive,440.3,113,29,3.4,10744,0.057,FALSE,Positive,440.3,60.1,29,3.4,43222,0.055,FALSE,Positive,434.3,113,29,3.428,4383,0.057,FALSE,Positive,434.3,60.1,29,3.436,17694,0.056,FALSE,Positive,450.4,113,29,3.266,139,0.063,FALSE,Positive,450.4,60.1,29,3.374,2464,0.06,FALSE,Positive,464.4,113,29,3.348,607,0.199,FALSE,Positive,464.4,60.1,29,3.34,564,0.111,FALSE
,,136_SPL_S099_VM838952.d,136_SPL_S099_VM838952,Sample,,4/20/2018 16:56,P1-A8,Positive,408.3,113,29,3.463,1447,0.057,FALSE,Positive,408.3,60.1,29,3.463,4824,0.054,FALSE,Positive,422.3,113,29,3.429,1049,0.065,FALSE,Positive,422.3,60.1,29,3.437,3950,0.057,FALSE,Positive,438.3,113,29,3.384,8614,0.059,FALSE,Positive,438.3,60.1,29,3.384,15249,0.06,FALSE,Positive,436.3,113,29,3.402,33079,0.055,FALSE,Positive,436.3,60.1,29,3.402,142346,0.055,FALSE,Positive,440.3,113,29,3.4,9564,0.057,FALSE,Positive,440.3,60.1,29,3.4,43818,0.056,FALSE,Positive,434.3,113,29,3.436,5265,0.057,FALSE,Positive,434.3,60.1,29,3.436,20561,0.056,FALSE,Positive,450.4,113,29,3.291,131,0.06,FALSE,Positive,450.4,60.1,29,3.374,3219,0.057,FALSE,Positive,464.4,113,29,3.348,1097,0.079,FALSE,Positive,464.4,60.1,29,3.34,1120,0.063,FALSE
,,137_SPL_S100_Simon 0.d,137_SPL_S100_Simon 0,Sample,,4/20/2018 17:06,P1-A9,Positive,408.3,113,29,3.463,2809,0.056,FALSE,Positive,408.3,60.1,29,3.463,9989,0.056,FALSE,Positive,422.3,113,29,3.437,2240,0.06,FALSE,Positive,422.3,60.1,29,3.429,7705,0.056,FALSE,Positive,438.3,113,29,3.384,14179,0.058,FALSE,Positive,438.3,60.1,29,3.384,24653,0.061,FALSE,Positive,436.3,113,29,3.402,58636,0.055,FALSE,Positive,436.3,60.1,29,3.402,220522,0.055,FALSE,Positive,440.3,113,29,3.4,10131,0.057,FALSE,Positive,440.3,60.1,29,3.4,43887,0.056,FALSE,Positive,434.3,113,29,3.436,7263,0.056,FALSE,Positive,434.3,60.1,29,3.436,30910,0.056,FALSE,Positive,450.4,113,29,3.382,660,0.07,FALSE,Positive,450.4,60.1,29,3.374,4362,0.057,FALSE,Positive,464.4,113,29,3.34,777,0.064,FALSE,Positive,464.4,60.1,29,3.34,1128,0.06,FALSE
,,138_SPL_S101_Simon 1.d,138_SPL_S101_Simon 1,Sample,,4/20/2018 17:17,P1-B1,Positive,408.3,113,29,3.463,2063,0.056,FALSE,Positive,408.3,60.1,29,3.463,8263,0.055,FALSE,Positive,422.3,113,29,3.429,2266,0.061,FALSE,Positive,422.3,60.1,29,3.429,7770,0.055,FALSE,Positive,438.3,113,29,3.384,13216,0.059,FALSE,Positive,438.3,60.1,29,3.384,23047,0.061,FALSE,Positive,436.3,113,29,3.402,51188,0.055,FALSE,Positive,436.3,60.1,29,3.402,221248,0.055,FALSE,Positive,440.3,113,29,3.4,10420,0.057,FALSE,Positive,440.3,60.1,29,3.4,39743,0.056,FALSE,Positive,434.3,113,29,3.436,6779,0.056,FALSE,Positive,434.3,60.1,29,3.436,28302,0.056,FALSE,Positive,450.4,113,29,3.283,100,0.06,FALSE,Positive,450.4,60.1,29,3.374,4934,0.058,FALSE,Positive,464.4,113,29,3.348,391,0.108,FALSE,Positive,464.4,60.1,29,3.348,1099,0.061,FALSE
,,139_SPL_S102_VM832651.d,139_SPL_S102_VM832651,Sample,,4/20/2018 17:27,P1-B2,Positive,408.3,113,29,3.463,1920,0.057,FALSE,Positive,408.3,60.1,29,3.463,7108,0.055,FALSE,Positive,422.3,113,29,3.429,1215,0.06,FALSE,Positive,422.3,60.1,29,3.429,3697,0.056,FALSE,Positive,438.3,113,29,3.376,5576,0.059,FALSE,Positive,438.3,60.1,29,3.384,9330,0.06,FALSE,Positive,436.3,113,29,3.402,15003,0.056,FALSE,Positive,436.3,60.1,29,3.402,67986,0.055,FALSE,Positive,440.3,113,29,3.4,9337,0.057,FALSE,Positive,440.3,60.1,29,3.4,41265,0.056,FALSE,Positive,434.3,113,29,3.436,4574,0.057,FALSE,Positive,434.3,60.1,29,3.436,17670,0.056,FALSE,Positive,450.4,113,29,3.382,157,0.075,FALSE,Positive,450.4,60.1,29,3.366,1358,0.053,FALSE,Positive,464.4,113,29,3.414,712,0.205,FALSE,Positive,464.4,60.1,29,3.331,465,0.072,FALSE
,,140_SPL_S103_Carrera 0.d,140_SPL_S103_Carrera 0,Sample,,4/20/2018 17:37,P1-B3,Positive,408.3,113,29,3.463,1545,0.057,FALSE,Positive,408.3,60.1,29,3.463,5075,0.054,FALSE,Positive,422.3,113,29,3.429,1167,0.064,FALSE,Positive,422.3,60.1,29,3.429,3102,0.056,FALSE,Positive,438.3,113,29,3.384,7486,0.06,FALSE,Positive,438.3,60.1,29,3.384,12865,0.059,FALSE,Positive,436.3,113,29,3.402,27474,0.055,FALSE,Positive,436.3,60.1,29,3.402,118557,0.055,FALSE,Positive,440.3,113,29,3.4,10340,0.056,FALSE,Positive,440.3,60.1,29,3.4,45825,0.056,FALSE,Positive,434.3,113,29,3.436,5101,0.057,FALSE,Positive,434.3,60.1,29,3.436,19674,0.056,FALSE,Positive,450.4,113,29,3.266,98,0.058,FALSE,Positive,450.4,60.1,29,3.374,2288,0.058,FALSE,Positive,464.4,113,29,3.34,574,0.113,FALSE,Positive,464.4,60.1,29,3.34,517,0.048,TRUE
,,141_SPL_S104_Piccaluga 0.d,141_SPL_S104_Piccaluga 0,Sample,,4/20/2018 17:47,P1-B4,Positive,408.3,113,29,3.463,1985,0.056,TRUE,Positive,408.3,60.1,29,3.463,8635,0.055,FALSE,Positive,422.3,113,29,3.429,1460,0.063,FALSE,Positive,422.3,60.1,29,3.429,4589,0.057,FALSE,Positive,438.3,113,29,3.384,10030,0.059,FALSE,Positive,438.3,60.1,29,3.384,19518,0.059,FALSE,Positive,436.3,113,29,3.402,41232,0.055,FALSE,Positive,436.3,60.1,29,3.402,169805,0.055,FALSE,Positive,440.3,113,29,3.4,10465,0.057,FALSE,Positive,440.3,60.1,29,3.4,43670,0.055,FALSE,Positive,434.3,113,29,3.436,6697,0.057,FALSE,Positive,434.3,60.1,29,3.436,24601,0.056,FALSE,Positive,450.4,113,29,3.374,611,0.061,FALSE,Positive,450.4,60.1,29,3.374,3278,0.054,FALSE,Positive,464.4,113,29,3.348,549,0.091,FALSE,Positive,464.4,60.1,29,3.34,586,0.06,FALSE
,,142_BQC_PQC15.d,142_BQC_PQC15,Sample,,4/20/2018 17:58,P1-B5,Positive,408.3,113,29,3.463,1858,0.055,FALSE,Positive,408.3,60.1,29,3.463,7041,0.054,FALSE,Positive,422.3,113,29,3.437,1371,0.061,FALSE,Positive,422.3,60.1,29,3.429,4807,0.057,FALSE,Positive,438.3,113,29,3.376,10965,0.058,FALSE,Positive,438.3,60.1,29,3.384,19498,0.06,FALSE,Positive,436.3,113,29,3.402,38750,0.055,FALSE,Positive,436.3,60.1,29,3.402,155102,0.055,FALSE,Positive,440.3,113,29,3.4,10275,0.057,FALSE,Positive,440.3,60.1,29,3.4,42492,0.056,FALSE,Positive,434.3,113,29,3.436,5756,0.057,FALSE,Positive,434.3,60.1,29,3.436,24466,0.056,FALSE,Positive,450.4,113,29,3.374,469,0.141,FALSE,Positive,450.4,60.1,29,3.374,3359,0.059,FALSE,Positive,464.4,113,29,3.348,862,0.058,FALSE,Positive,464.4,60.1,29,3.348,824,0.054,TRUE
,,143_SPL_S105_Piccaluga 1.d,143_SPL_S105_Piccaluga 1,Sample,,4/20/2018 18:08,P1-B6,Positive,408.3,113,29,3.463,2182,0.056,FALSE,Positive,408.3,60.1,29,3.463,6828,0.057,FALSE,Positive,422.3,113,29,3.429,1385,0.065,FALSE,Positive,422.3,60.1,29,3.429,3874,0.057,FALSE,Positive,438.3,113,29,3.384,5233,0.061,FALSE,Positive,438.3,60.1,29,3.384,8859,0.059,FALSE,Positive,436.3,113,29,3.402,20752,0.055,FALSE,Positive,436.3,60.1,29,3.402,99927,0.055,FALSE,Positive,440.3,113,29,3.4,10801,0.057,FALSE,Positive,440.3,60.1,29,3.4,42546,0.055,FALSE,Positive,434.3,113,29,3.436,6437,0.057,FALSE,Positive,434.3,60.1,29,3.436,27051,0.056,FALSE,Positive,450.4,113,29,3.382,235,0.108,FALSE,Positive,450.4,60.1,29,3.374,1614,0.056,FALSE,Positive,464.4,113,29,3.249,131,0.071,FALSE,Positive,464.4,60.1,29,3.348,255,0.083,TRUE
,,144_SPL_S106_LZ125005.d,144_SPL_S106_LZ125005,Sample,,4/20/2018 18:18,P1-B7,Positive,408.3,113,29,3.463,1523,0.057,FALSE,Positive,408.3,60.1,29,3.463,5733,0.054,FALSE,Positive,422.3,113,29,3.429,1897,0.06,TRUE,Positive,422.3,60.1,29,3.429,6006,0.056,FALSE,Positive,438.3,113,29,3.376,7282,0.061,FALSE,Positive,438.3,60.1,29,3.384,12615,0.061,FALSE,Positive,436.3,113,29,3.402,26170,0.056,FALSE,Positive,436.3,60.1,29,3.402,104043,0.055,FALSE,Positive,440.3,113,29,3.4,9555,0.057,FALSE,Positive,440.3,60.1,29,3.4,39210,0.056,FALSE,Positive,434.3,113,29,3.436,5126,0.057,FALSE,Positive,434.3,60.1,29,3.428,18691,0.056,FALSE,Positive,450.4,113,29,3.382,569,0.047,FALSE,Positive,450.4,60.1,29,3.374,2648,0.058,FALSE,Positive,464.4,113,29,3.348,286,0.041,FALSE,Positive,464.4,60.1,29,3.34,770,0.061,FALSE
,,145_SPL_S107_Hügli 0.d,145_SPL_S107_Hügli 0,Sample,,4/20/2018 18:29,P1-B8,Positive,408.3,113,29,3.463,1695,0.057,FALSE,Positive,408.3,60.1,29,3.463,6520,0.055,FALSE,Positive,422.3,113,29,3.429,1437,0.064,FALSE,Positive,422.3,60.1,29,3.429,4929,0.056,FALSE,Positive,438.3,113,29,3.376,12160,0.058,FALSE,Positive,438.3,60.1,29,3.384,19824,0.06,FALSE,Positive,436.3,113,29,3.402,40493,0.055,FALSE,Positive,436.3,60.1,29,3.402,167261,0.055,FALSE,Positive,440.3,113,29,3.4,10039,0.057,FALSE,Positive,440.3,60.1,29,3.4,41551,0.056,FALSE,Positive,434.3,113,29,3.436,5812,0.057,FALSE,Positive,434.3,60.1,29,3.436,23815,0.056,FALSE,Positive,450.4,113,29,3.374,914,0.066,FALSE,Positive,450.4,60.1,29,3.374,3901,0.059,FALSE,Positive,464.4,113,29,3.34,621,0.085,FALSE,Positive,464.4,60.1,29,3.348,954,0.056,TRUE
,,146_SPL_S108_Gutbrod 0.d,146_SPL_S108_Gutbrod 0,Sample,,4/20/2018 18:39,P1-B9,Positive,408.3,113,29,3.463,1022,0.061,FALSE,Positive,408.3,60.1,29,3.463,4083,0.055,FALSE,Positive,422.3,113,29,3.429,1323,0.06,FALSE,Positive,422.3,60.1,29,3.429,4045,0.057,FALSE,Positive,438.3,113,29,3.376,12941,0.058,FALSE,Positive,438.3,60.1,29,3.384,21510,0.061,FALSE,Positive,436.3,113,29,3.402,43534,0.055,FALSE,Positive,436.3,60.1,29,3.402,184549,0.055,FALSE,Positive,440.3,113,29,3.4,10770,0.057,FALSE,Positive,440.3,60.1,29,3.4,45303,0.056,FALSE,Positive,434.3,113,29,3.436,4345,0.057,FALSE,Positive,434.3,60.1,29,3.428,19944,0.056,FALSE,Positive,450.4,113,29,3.283,102,0.04,FALSE,Positive,450.4,60.1,29,3.374,3547,0.058,FALSE,Positive,464.4,113,29,3.34,1026,0.083,FALSE,Positive,464.4,60.1,29,3.34,935,0.062,FALSE
,,147_SPL_S109_Hunziker 0.d,147_SPL_S109_Hunziker 0,Sample,,4/20/2018 18:49,P1-C1,Positive,408.3,113,29,3.463,4097,0.056,FALSE,Positive,408.3,60.1,29,3.463,16795,0.055,FALSE,Positive,422.3,113,29,3.429,2789,0.058,FALSE,Positive,422.3,60.1,29,3.429,8908,0.056,FALSE,Positive,438.3,113,29,3.376,10950,0.06,FALSE,Positive,438.3,60.1,29,3.384,17632,0.062,FALSE,Positive,436.3,113,29,3.402,38141,0.056,FALSE,Positive,436.3,60.1,29,3.402,156344,0.055,FALSE,Positive,440.3,113,29,3.4,9922,0.057,FALSE,Positive,440.3,60.1,29,3.4,40294,0.056,FALSE,Positive,434.3,113,29,3.428,5851,0.057,FALSE,Positive,434.3,60.1,29,3.428,26347,0.055,FALSE,Positive,450.4,113,29,3.382,856,0.062,FALSE,Positive,450.4,60.1,29,3.374,4263,0.057,FALSE,Positive,464.4,113,29,3.348,661,0.08,FALSE,Positive,464.4,60.1,29,3.34,795,0.05,TRUE
,,148_BQC_PQC16.d,148_BQC_PQC16,Sample,,4/20/2018 18:59,P1-C2,Positive,408.3,113,29,3.463,1815,0.055,FALSE,Positive,408.3,60.1,29,3.463,6218,0.054,FALSE,Positive,422.3,113,29,3.437,1419,0.061,TRUE,Positive,422.3,60.1,29,3.429,5055,0.057,FALSE,Positive,438.3,113,29,3.376,10284,0.058,FALSE,Positive,438.3,60.1,29,3.384,18901,0.059,FALSE,Positive,436.3,113,29,3.402,35004,0.056,FALSE,Positive,436.3,60.1,29,3.402,146989,0.055,FALSE,Positive,440.3,113,29,3.408,9837,0.057,FALSE,Positive,440.3,60.1,29,3.4,42249,0.056,FALSE,Positive,434.3,113,29,3.436,5717,0.057,FALSE,Positive,434.3,60.1,29,3.436,21968,0.055,FALSE,Positive,450.4,113,29,3.374,693,0.068,FALSE,Positive,450.4,60.1,29,3.374,3302,0.057,FALSE,Positive,464.4,113,29,3.348,682,0.066,FALSE,Positive,464.4,60.1,29,3.348,848,0.058,TRUE
,,149_BQC_PQC17.d,149_BQC_PQC17,Sample,,4/20/2018 19:10,P1-C3,Positive,408.3,113,29,3.463,1793,0.058,FALSE,Positive,408.3,60.1,29,3.463,6517,0.055,FALSE,Positive,422.3,113,29,3.437,1209,0.059,TRUE,Positive,422.3,60.1,29,3.437,4572,0.057,FALSE,Positive,438.3,113,29,3.376,10706,0.058,FALSE,Positive,438.3,60.1,29,3.384,18308,0.059,FALSE,Positive,436.3,113,29,3.402,37287,0.056,FALSE,Positive,436.3,60.1,29,3.402,154805,0.055,FALSE,Positive,440.3,113,29,3.4,10124,0.057,FALSE,Positive,440.3,60.1,29,3.4,39819,0.056,FALSE,Positive,434.3,113,29,3.436,6036,0.057,FALSE,Positive,434.3,60.1,29,3.436,23003,0.056,FALSE,Positive,450.4,113,29,3.374,614,0.067,FALSE,Positive,450.4,60.1,29,3.374,3456,0.057,FALSE,Positive,464.4,113,29,3.273,93,0.05,FALSE,Positive,464.4,60.1,29,3.34,1113,0.059,TRUE
,,150_TQC_TQC09.d,150_TQC_TQC09,Sample,,4/20/2018 19:20,Vial 3,Positive,408.3,113,29,3.463,1968,0.057,TRUE,Positive,408.3,60.1,29,3.463,7058,0.058,FALSE,Positive,422.3,113,29,3.437,1659,0.06,TRUE,Positive,422.3,60.1,29,3.429,5621,0.056,FALSE,Positive,438.3,113,29,3.376,12275,0.058,FALSE,Positive,438.3,60.1,29,3.384,19009,0.06,FALSE,Positive,436.3,113,29,3.402,39855,0.056,FALSE,Positive,436.3,60.1,29,3.402,167925,0.055,FALSE,Positive,440.3,113,29,3.4,12184,0.056,FALSE,Positive,440.3,60.1,29,3.4,48985,0.056,FALSE,Positive,434.3,113,29,3.436,6800,0.058,FALSE,Positive,434.3,60.1,29,3.436,27235,0.056,FALSE,Positive,450.4,113,29,3.382,675,0.075,FALSE,Positive,450.4,60.1,29,3.374,3645,0.057,FALSE,Positive,464.4,113,29,3.356,819,0.077,FALSE,Positive,464.4,60.1,29,3.34,1018,0.051,FALSE
,S1P d20:1 [M>113]: Integrator did not find any peaks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,151_TQC_TQC10.d,151_TQC_TQC10,Sample,,4/20/2018 19:30,Vial 3,Positive,408.3,113,29,3.463,2005,0.056,FALSE,Positive,408.3,60.1,29,3.463,7538,0.056,FALSE,Positive,422.3,113,29,3.429,1635,0.06,FALSE,Positive,422.3,60.1,29,3.437,5093,0.057,FALSE,Positive,438.3,113,29,3.376,11574,0.059,FALSE,Positive,438.3,60.1,29,3.384,19876,0.06,FALSE,Positive,436.3,113,29,3.402,42739,0.055,FALSE,Positive,436.3,60.1,29,3.402,163554,0.056,FALSE,Positive,440.3,113,29,3.4,10944,0.057,FALSE,Positive,440.3,60.1,29,3.4,46831,0.056,FALSE,Positive,434.3,113,29,3.436,6098,0.057,FALSE,Positive,434.3,60.1,29,3.436,26632,0.056,FALSE,Positive,450.4,113,29,3.374,876,0.067,FALSE,Positive,450.4,60.1,29,3.374,3416,0.057,FALSE,Positive,464.4,113,29,,,,FALSE,Positive,464.4,60.1,29,3.34,1063,0.051,FALSE,
,,152_LTR_LTR02.d,152_LTR_LTR02,Sample,,4/20/2018 19:40,P1-C4,Positive,408.3,113,29,3.463,3049,0.057,FALSE,Positive,408.3,60.1,29,3.463,13290,0.056,FALSE,Positive,422.3,113,29,3.437,890,0.061,TRUE,Positive,422.3,60.1,29,3.429,2914,0.056,FALSE,Positive,438.3,113,29,3.384,6569,0.058,FALSE,Positive,438.3,60.1,29,3.384,10953,0.059,FALSE,Positive,436.3,113,29,3.402,21259,0.055,FALSE,Positive,436.3,60.1,29,3.402,99127,0.055,FALSE,Positive,440.3,113,29,3.408,14636,0.054,FALSE,Positive,440.3,60.1,29,3.4,60477,0.056,FALSE,Positive,434.3,113,29,3.436,8343,0.057,FALSE,Positive,434.3,60.1,29,3.436,30539,0.056,FALSE,Positive,450.4,113,29,3.382,336,0.116,FALSE,Positive,450.4,60.1,29,3.374,2062,0.06,FALSE,Positive,464.4,113,29,3.373,82,0.083,FALSE,Positive,464.4,60.1,29,3.331,112,0.057,FALSE
,,153_NIST_NIST02.d,153_NIST_NIST02,Sample,,4/20/2018 19:51,P1-C5,Positive,408.3,113,29,3.463,2713,0.056,FALSE,Positive,408.3,60.1,29,3.463,10792,0.055,FALSE,Positive,422.3,113,29,3.437,775,0.067,FALSE,Positive,422.3,60.1,29,3.437,2373,0.057,FALSE,Positive,438.3,113,29,3.376,7197,0.058,FALSE,Positive,438.3,60.1,29,3.384,12246,0.058,FALSE,Positive,436.3,113,29,3.402,18979,0.055,FALSE,Positive,436.3,60.1,29,3.402,77236,0.055,FALSE,Positive,440.3,113,29,3.408,10551,0.055,FALSE,Positive,440.3,60.1,29,3.4,45847,0.056,FALSE,Positive,434.3,113,29,3.436,5809,0.057,FALSE,Positive,434.3,60.1,29,3.436,23823,0.056,FALSE,Positive,450.4,113,29,3.39,539,0.093,FALSE,Positive,450.4,60.1,29,3.374,1584,0.06,FALSE,Positive,464.4,113,29,3.273,129,0.055,FALSE,Positive,464.4,60.1,29,3.34,253,0.044,FALSE
,,154_EBLK_Extracted Blank+ISTD02.d,154_EBLK_Extracted Blank+ISTD02,Sample,,4/20/2018 20:01,Vial 10,Positive,408.3,113,29,3.496,112,0.133,TRUE,Positive,408.3,60.1,29,3.496,53,0.073,TRUE,Positive,422.3,113,29,3.454,11,0.015,FALSE,Positive,422.3,60.1,29,3.454,42,0.057,FALSE,Positive,438.3,113,29,3.31,415,0.202,TRUE,Positive,438.3,60.1,29,3.293,247,0.008,TRUE,Positive,436.3,113,29,3.385,170,0.005,TRUE,Positive,436.3,60.1,29,3.394,113,0.079,TRUE,Positive,440.3,113,29,3.408,11172,0.055,FALSE,Positive,440.3,60.1,29,3.4,50356,0.055,FALSE,Positive,434.3,113,29,3.419,274,0.094,TRUE,Positive,434.3,60.1,29,3.444,91,0.133,TRUE,Positive,450.4,113,29,3.291,25,0.026,FALSE,Positive,450.4,60.1,29,3.341,3,0.013,FALSE,Positive,464.4,113,29,3.307,37,0.038,FALSE,Positive,464.4,60.1,29,3.356,27,0.021,TRUE
,,155_EQC_TQC_B prerun01.d,155_EQC_TQC_B prerun01,Sample,,4/20/2018 20:11,Vial 2,Positive,408.3,113,29,3.463,2493,0.056,FALSE,Positive,408.3,60.1,29,3.463,8788,0.055,FALSE,Positive,422.3,113,29,3.437,1517,0.06,FALSE,Positive,422.3,60.1,29,3.437,4603,0.056,FALSE,Positive,438.3,113,29,3.376,7294,0.058,FALSE,Positive,438.3,60.1,29,3.384,11683,0.06,FALSE,Positive,436.3,113,29,3.402,22014,0.056,FALSE,Positive,436.3,60.1,29,3.402,88776,0.055,FALSE,Positive,440.3,113,29,3.4,10868,0.056,FALSE,Positive,440.3,60.1,29,3.4,46301,0.056,FALSE,Positive,434.3,113,29,3.436,3932,0.057,FALSE,Positive,434.3,60.1,29,3.436,16344,0.056,FALSE,Positive,450.4,113,29,3.283,155,0.07,FALSE,Positive,450.4,60.1,29,3.357,2802,0.067,FALSE,Positive,464.4,113,29,3.257,122,0.056,FALSE,Positive,464.4,60.1,29,3.348,622,0.065,TRUE
,,156_EQC_TQC_B prerun02.d,156_EQC_TQC_B prerun02,Sample,,4/20/2018 20:21,Vial 2,Positive,408.3,113,29,3.463,2419,0.057,FALSE,Positive,408.3,60.1,29,3.463,8709,0.054,FALSE,Positive,422.3,113,29,3.429,1544,0.061,FALSE,Positive,422.3,60.1,29,3.429,4445,0.057,FALSE,Positive,438.3,113,29,3.376,7509,0.059,FALSE,Positive,438.3,60.1,29,3.384,11959,0.06,FALSE,Positive,436.3,113,29,3.402,20673,0.056,FALSE,Positive,436.3,60.1,29,3.402,85308,0.055,FALSE,Positive,440.3,113,29,3.4,10838,0.056,FALSE,Positive,440.3,60.1,29,3.4,45324,0.056,FALSE,Positive,434.3,113,29,3.428,4256,0.057,FALSE,Positive,434.3,60.1,29,3.428,16562,0.056,FALSE,Positive,450.4,113,29,3.374,448,0.127,FALSE,Positive,450.4,60.1,29,3.357,3243,0.065,FALSE,Positive,464.4,113,29,3.356,557,0.054,FALSE,Positive,464.4,60.1,29,3.34,566,0.048,FALSE
,,157_EQC_TQC_B prerun03.d,157_EQC_TQC_B prerun03,Sample,,4/20/2018 20:32,Vial 2,Positive,408.3,113,29,3.463,2315,0.057,FALSE,Positive,408.3,60.1,29,3.463,8653,0.055,FALSE,Positive,422.3,113,29,3.437,1424,0.064,FALSE,Positive,422.3,60.1,29,3.429,4774,0.057,FALSE,Positive,438.3,113,29,3.376,6945,0.058,FALSE,Positive,438.3,60.1,29,3.384,11908,0.061,FALSE,Positive,436.3,113,29,3.402,21474,0.055,FALSE,Positive,436.3,60.1,29,3.402,85931,0.056,FALSE,Positive,440.3,113,29,3.4,11526,0.056,FALSE,Positive,440.3,60.1,29,3.4,45904,0.056,FALSE,Positive,434.3,113,29,3.436,4112,0.058,FALSE,Positive,434.3,60.1,29,3.436,16387,0.056,FALSE,Positive,450.4,113,29,3.308,117,0.065,FALSE,Positive,450.4,60.1,29,3.357,2987,0.066,FALSE,Positive,464.4,113,29,3.34,256,0.06,FALSE,Positive,464.4,60.1,29,3.34,596,0.068,FALSE
,S1P d19:1 [M>113]: The retention times of all integrated peak groups lie outside the compound's identification time range.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
